channel,success_ratio,protocol,seed,time_min,parent_changes_cumulative,parent_switch_console
lossy,0.85,RPL_STANDARD,20260502,21.0741,937,0
lossy,0.85,RPL_STANDARD,20260502,23.5535,1051,0
lossy,0.85,RPL_STANDARD,20260502,26.0328,1151,0
lossy,0.85,RPL_STANDARD,20260502,28.5121,1271,0
lossy,0.85,RPL_MQOS,20260502,1.2397,81,0
lossy,0.85,RPL_MQOS,20260502,3.7192,195,0
lossy,0.85,RPL_MQOS,20260502,6.1987,295,0
lossy,0.85,RPL_MQOS,20260502,8.6782,409,0
lossy,0.85,RPL_MQOS,20260502,11.1577,509,0
lossy,0.85,RPL_MQOS,20260502,13.6372,623,0
lossy,0.85,RPL_MQOS,20260502,16.1167,723,0
lossy,0.85,RPL_MQOS,20260502,18.5962,837,0
lossy,0.85,RPL_MQOS,20260502,21.0756,937,0
lossy,0.85,RPL_MQOS,20260502,23.5551,1051,0
lossy,0.85,RPL_MQOS,20260502,26.0346,1151,0
lossy,0.85,RPL_MQOS,20260502,28.5141,1271,0
lossy,0.85,RPL_AER,20260502,1.2396,81,0
lossy,0.85,RPL_AER,20260502,3.719,195,0
lossy,0.85,RPL_AER,20260502,6.1983,295,0
lossy,0.85,RPL_AER,20260502,8.6776,409,0
lossy,0.85,RPL_AER,20260502,11.1569,509,0
lossy,0.85,RPL_AER,20260502,13.6362,623,0
lossy,0.85,RPL_AER,20260502,16.1155,723,0
lossy,0.85,RPL_AER,20260502,18.5948,837,0
lossy,0.85,RPL_AER,20260502,21.0741,937,0
lossy,0.85,RPL_AER,20260502,23.5534,1051,0
lossy,0.85,RPL_AER,20260502,26.0327,1151,0
lossy,0.85,RPL_AER,20260502,28.512,1271,0
lossy,0.85,AER_MQOS,20260502,1.2396,81,0
lossy,0.85,AER_MQOS,20260502,3.719,195,0
lossy,0.85,AER_MQOS,20260502,6.1983,295,0
lossy,0.85,AER_MQOS,20260502,8.6776,409,0
lossy,0.85,AER_MQOS,20260502,11.1569,509,0
lossy,0.85,AER_MQOS,20260502,13.6362,623,0
lossy,0.85,AER_MQOS,20260502,16.1155,723,0
lossy,0.85,AER_MQOS,20260502,18.5948,837,0
lossy,0.85,AER_MQOS,20260502,21.0741,937,0
lossy,0.85,AER_MQOS,20260502,23.5534,1051,0
lossy,0.85,AER_MQOS,20260502,26.0327,1142,0
lossy,0.85,AER_MQOS,20260502,28.512,1251,0
lossy,0.85,RPL_STANDARD,20260503,1.2398,57,0
lossy,0.85,RPL_STANDARD,20260503,3.7193,117,0
lossy,0.85,RPL_STANDARD,20260503,6.1989,168,0
lossy,0.85,RPL_STANDARD,20260503,8.6785,236,0
lossy,0.85,RPL_STANDARD,20260503,11.1581,301,0
lossy,0.85,RPL_STANDARD,20260503,13.6376,375,0
lossy,0.85,RPL_STANDARD,20260503,16.1172,440,0
lossy,0.85,RPL_STANDARD,20260503,18.5968,514,0
lossy,0.85,RPL_STANDARD,20260503,21.0764,579,0
lossy,0.85,RPL_STANDARD,20260503,23.5559,653,0
lossy,0.85,RPL_STANDARD,20260503,26.0355,718,0
lossy,0.85,RPL_STANDARD,20260503,28.5151,796,0
lossy,0.85,RPL_MQOS,20260503,1.2398,57,0
lossy,0.85,RPL_MQOS,20260503,3.7193,117,0
lossy,0.85,RPL_MQOS,20260503,6.1989,168,0
lossy,0.85,RPL_MQOS,20260503,8.6785,239,0
lossy,0.85,RPL_MQOS,20260503,11.1581,304,0
lossy,0.85,RPL_MQOS,20260503,13.6376,378,0
lossy,0.85,RPL_MQOS,20260503,16.1172,443,0
lossy,0.85,RPL_MQOS,20260503,18.5968,517,0
lossy,0.85,RPL_MQOS,20260503,21.0764,582,0
lossy,0.85,RPL_MQOS,20260503,23.5559,656,0
lossy,0.85,RPL_MQOS,20260503,26.0355,721,0
lossy,0.85,RPL_MQOS,20260503,28.5151,799,0
lossy,0.85,RPL_AER,20260503,1.2398,57,0
lossy,0.85,RPL_AER,20260503,3.7193,117,0
